cid,text
2243,"65/2024/TT-BCA
Điều 6. Nội dung, phương pháp, thời gian, kết cấu bài kiểm tra, kết quả kiểm tra đạt yêu cầu
3. Thời gian, kết cấu bài kiểm tra và kết quả kiểm tra lý thuyết kiến thức pháp luật đạt yêu cầu:
d) Người dự kiểm tra có giấy phép lái xe hạng C1 làm bài kiểm tra trong thời gian 22 phút. Kết cấu bài kiểm tra gồm 35 câu hỏi trắc nghiệm, mỗi câu hỏi được tính 01 điểm, trong đó có 01 câu hỏi được tính là điểm liệt. Kết quả đạt từ 32/35 điểm trở lên là đạt yêu cầu. Trường hợp kết quả từ 32/35 điểm trở lên nhưng trả lời sai vào câu hỏi được tính là điểm liệt thì không đạt yêu cầu;"
2244,"65/2024/TT-BCA
Điều 6. Nội dung, phương pháp, thời gian, kết cấu bài kiểm tra, kết quả kiểm tra đạt yêu cầu
3. Thời gian, kết cấu bài kiểm tra và kết quả kiểm tra lý thuyết kiến thức pháp luật đạt yêu cầu:
đ) Người dự kiểm tra có giấy phép lái xe hạng C làm bài kiểm tra trong thời gian 24 phút. Kết cấu bài kiểm tra gồm 40 câu hỏi trắc nghiệm, mỗi câu hỏi được tính 01 điểm, trong đó có 01 câu hỏi được tính là điểm liệt. Kết quả đạt từ 36/40 điểm trở lên là đạt yêu cầu. Trường hợp kết quả từ 36/40 điểm trở lên nhưng trả lời sai vào câu hỏi được tính là điểm liệt thì không đạt yêu cầu;"
2245,"65/2024/TT-BCA
Điều 6. Nội dung, phương pháp, thời gian, kết cấu bài kiểm tra, kết quả kiểm tra đạt yêu cầu
3. Thời gian, kết cấu bài kiểm tra và kết quả kiểm tra lý thuyết kiến thức pháp luật đạt yêu cầu:
e) Người dự kiểm tra có giấy phép lái xe hạng D1, D2, D, BE, C1Q, CE, D1E, D2E, DE làm bài kiểm tra trong thời gian 26 phút. Kết cấu bài kiểm tra gồm 45 câu hỏi trắc nghiệm, mỗi câu hỏi được tính 01 điểm, trong đó có 01 câu hỏi được tính là điểm liệt. Kết quả đạt từ 41/45 điểm trở lên là đạt yêu cầu. Trường hợp kết quả từ 41/45 điểm trở lên nhưng trả lời sai vào câu hỏi được tính là điểm liệt thì không đạt yêu cầu."
2246,"65/2024/TT-BCA
Điều 6. Nội dung, phương pháp, thời gian, kết cấu bài kiểm tra, kết quả kiểm tra đạt yêu cầu
5. Kết quả kiểm tra đạt yêu cầu được phục hồi điểm giấy phép lái xe:
a) Đối với trường hợp người có giấy phép lái xe mô tô bị trừ hết điểm: được phục hồi điểm giấy phép lái xe khi có kết quả kiểm tra lý thuyết kiến thức pháp luật đạt yêu cầu quy định tại điểm a, điểm b khoản 3 Điều này;"
2247,"65/2024/TT-BCA
Điều 6. Nội dung, phương pháp, thời gian, kết cấu bài kiểm tra, kết quả kiểm tra đạt yêu cầu
5. Kết quả kiểm tra đạt yêu cầu được phục hồi điểm giấy phép lái xe:
b) Đối với trường hợp người có giấy phép lái xe ô tô bị trừ hết điểm: được phục hồi điểm giấy phép lái xe khi có kết quả kiểm tra đạt yêu cầu đối với cả 02 nội dung là kiểm tra lý thuyết kiến thức pháp luật và kiểm tra kiến thức pháp luật theo mô phỏng quy định tại các điểm c, d, đ, e khoản 3 và khoản 4 Điều này. Người có kết quả kiểm tra lý thuyết kiến thức pháp luật không đạt yêu cầu thì không được kiểm tra kiến thức pháp luật theo mô phỏng. Người có kết quả kiểm tra lý thuyết kiến thức pháp luật đạt yêu cầu nhưng có kết quả kiểm tra kiến thức pháp luật theo mô phỏng không đạt yêu cầu thì được bảo lưu kết quả kiểm tra lý thuyết kiến thức pháp luật trong thời gian 01 năm, kể từ ngày kiểm tra có kết quả đạt yêu cầu. Người dự kiểm tra có kết quả kiểm tra không đạt yêu cầu có thể đăng ký kiểm tra lại sau 07 ngày làm việc, kể từ ngày kết thúc kiểm tra trước đó."
2248,"65/2024/TT-BCA
Điều 7. Đăng ký, tổ chức kiểm tra kiến thức pháp luật về trật tự, an toàn giao thông đường bộ
1. Hồ sơ đăng ký kiểm tra:
a) Đơn đề nghị kiểm tra kiến thức pháp luật về trật tự, an toàn giao thông đường bộ theo mẫu số 01 Phụ lục kèm theo Thông tư này;"
2249,"65/2024/TT-BCA
Điều 7. Đăng ký, tổ chức kiểm tra kiến thức pháp luật về trật tự, an toàn giao thông đường bộ
1. Hồ sơ đăng ký kiểm tra:
b) Giấy khám sức khoẻ của người lái xe do cơ sở y tế có thẩm quyền cấp còn giá trị sử dụng."
2250,"65/2024/TT-BCA
Điều 7. Đăng ký, tổ chức kiểm tra kiến thức pháp luật về trật tự, an toàn giao thông đường bộ
2. Thời gian tổ chức và nộp hồ sơ đăng ký kiểm tra:
a) Thời gian tổ chức kiểm tra được cơ quan có thẩm quyền kiểm tra thông báo công khai trên Cổng thông tin điện tử thuộc phạm vi quản lý;"
2251,"65/2024/TT-BCA
Điều 7. Đăng ký, tổ chức kiểm tra kiến thức pháp luật về trật tự, an toàn giao thông đường bộ
2. Thời gian tổ chức và nộp hồ sơ đăng ký kiểm tra:
b) Hồ sơ đăng ký kiểm tra nộp cơ quan có thẩm quyền kiểm tra trước ngày đăng ký kiểm tra một trong các hình thức sau: trực tuyến tại Cổng dịch vụ công quốc gia, Cổng dịch vụ công Bộ Công an, qua Ứng dụng định danh quốc gia; qua dịch vụ bưu chính; trực tiếp. Trường hợp nộp hồ sơ trực tuyến, người đăng ký kiểm tra thực hiện kê khai đầy đủ thông tin, đính kèm hồ sơ quy định tại khoản 1 Điều này và đăng ký ngày kiểm tra, lựa chọn cơ quan có thẩm quyền kiểm tra. Trường hợp nộp hồ sơ trực tiếp, cơ quan tiếp nhận hồ sơ phân công cán bộ kiểm tra hồ sơ, viết giấy hẹn ghi rõ thời gian, địa điểm tổ chức kiểm tra."
2252,"65/2024/TT-BCA
Điều 7. Đăng ký, tổ chức kiểm tra kiến thức pháp luật về trật tự, an toàn giao thông đường bộ
4. Thông báo thời gian tổ chức kiểm tra:
a) Trước ngày kiểm tra ít nhất 02 ngày làm việc sau khi nhận đủ hồ sơ hợp lệ, cơ quan có thẩm quyền kiểm tra thông báo cho người đã đăng ký kiểm tra trước đó về thời gian, địa điểm kiểm tra qua địa chỉ email hoặc tin nhắn điện thoại ghi trong đơn đề nghị;"
2253,"65/2024/TT-BCA
Điều 7. Đăng ký, tổ chức kiểm tra kiến thức pháp luật về trật tự, an toàn giao thông đường bộ
4. Thông báo thời gian tổ chức kiểm tra:
b) Trường hợp thay đổi thời gian, địa điểm kiểm tra đã thông báo trước đó thì cơ quan có thẩm quyền kiểm tra phải thông báo cho người đã đăng ký kiểm tra trước đó qua địa chỉ email hoặc tin nhắn điện thoại ghi trong đơn đề nghị về thời gian, địa điểm kiểm tra."
2254,"65/2024/TT-BCA
Điều 11. Trách nhiệm thi hành
1. Cục trưởng Cục Cảnh sát giao thông có trách nhiệm:
a) Chỉ đạo, kiểm tra, đôn đốc việc thực hiện Thông tư này;"
2255,"65/2024/TT-BCA
Điều 11. Trách nhiệm thi hành
1. Cục trưởng Cục Cảnh sát giao thông có trách nhiệm:
b) Tổ chức nghiên cứu việc xây dựng, quản trị, duy trì, nâng cấp phần mềm kiểm tra kiến thức pháp luật về trật tự, an toàn giao thông đường bộ, báo cáo lãnh đạo Bộ Công an;"
2256,"65/2024/TT-BCA
Điều 11. Trách nhiệm thi hành
1. Cục trưởng Cục Cảnh sát giao thông có trách nhiệm:
c) Tổ chức nghiên cứu, ứng dụng khoa học và công nghệ, quản lý công tác kiểm tra kiến thức pháp luật về trật tự, an toàn giao thông đường bộ;"
2257,"65/2024/TT-BCA
Điều 11. Trách nhiệm thi hành
1. Cục trưởng Cục Cảnh sát giao thông có trách nhiệm:
d) Hướng dẫn thống nhất nội quy tại nơi tổ chức kiểm tra kiến thức pháp luật về trật tự, an toàn giao thông đường bộ."
2258,"65/2024/TT-BCA
Điều 11. Trách nhiệm thi hành
2. Giám đốc Công an tỉnh, thành phố trực thuộc trung ương có trách nhiệm:
a) Định kỳ 06 tháng, 01 năm hoặc đột xuất báo cáo về Bộ Công an (qua Cục Cảnh sát giao thông) kết quả thực hiện kiểm tra kiến thức pháp luật về trật tự, an toàn giao thông đường bộ thuộc phạm vi quản lý;"
2259,"65/2024/TT-BCA
Điều 11. Trách nhiệm thi hành
2. Giám đốc Công an tỉnh, thành phố trực thuộc trung ương có trách nhiệm:
b) Tổ chức kiểm tra lưu động kiến thức pháp luật về trật tự, an toàn giao thông đường bộ khi bảo đảm điều kiện tổ chức kiểm tra quy định tại Điều 5 Thông tư này."
2260,"70/2024/TT-BQP
Điều 3. Giải thích từ ngữ Trong Thông tư này, các từ ngữ dưới đây được hiểu như sau:
1. Xe cơ giới gồm xe ô tô kể cả xe ô tô sát xi, xe ô tô đầu kéo, xe ô tô điện; rơ moóc và sơ mi rơ moóc kể cả rơ moóc, sơ mi rơ moóc có lắp các trang thiết bị chuyên dùng.
a) Xe ô tô gồm xe con, xe vận tải, xe chuyên dùng;"
2261,"70/2024/TT-BQP
Điều 3. Giải thích từ ngữ Trong Thông tư này, các từ ngữ dưới đây được hiểu như sau:
1. Xe cơ giới gồm xe ô tô kể cả xe ô tô sát xi, xe ô tô đầu kéo, xe ô tô điện; rơ moóc và sơ mi rơ moóc kể cả rơ moóc, sơ mi rơ moóc có lắp các trang thiết bị chuyên dùng.
b) Xe con là những xe chở người đến 9 chỗ ngồi;"
2262,"70/2024/TT-BQP
Điều 3. Giải thích từ ngữ Trong Thông tư này, các từ ngữ dưới đây được hiểu như sau:
1. Xe cơ giới gồm xe ô tô kể cả xe ô tô sát xi, xe ô tô đầu kéo, xe ô tô điện; rơ moóc và sơ mi rơ moóc kể cả rơ moóc, sơ mi rơ moóc có lắp các trang thiết bị chuyên dùng.
c) Xe vận tải là những xe có kết cấu để chở hàng hoặc được dùng để kéo pháo, kéo khí tài;"
2263,"70/2024/TT-BQP
Điều 3. Giải thích từ ngữ Trong Thông tư này, các từ ngữ dưới đây được hiểu như sau:
1. Xe cơ giới gồm xe ô tô kể cả xe ô tô sát xi, xe ô tô đầu kéo, xe ô tô điện; rơ moóc và sơ mi rơ moóc kể cả rơ moóc, sơ mi rơ moóc có lắp các trang thiết bị chuyên dùng.
d) Xe chuyên dùng là những xe có kết cấu riêng phù hợp với tính năng chiến - kỹ thuật và công năng của từng loại trang bị kỹ thuật, gồm: Xe chuyên dùng chung và xe chuyên dùng quân sự (gọi là xe đặc chủng)."
2264,"70/2024/TT-BQP
Điều 4. Nội dung cải tạo xe cơ giới
1. Thay đổi tính năng sử dụng của xe cơ giới
a) Xe con, xe vận tải cải tạo thành xe chuyên dùng hoặc xe chuyên dùng cải tạo thành xe chuyên dùng khác;"
2265,"70/2024/TT-BQP
Điều 4. Nội dung cải tạo xe cơ giới
1. Thay đổi tính năng sử dụng của xe cơ giới
b) Xe chuyên dùng cải tạo thành xe vận tải, xe con;"
2266,"70/2024/TT-BQP
Điều 4. Nội dung cải tạo xe cơ giới
1. Thay đổi tính năng sử dụng của xe cơ giới
c) Rơ moóc, sơ mi rơ moóc cải tạo thành rơ moóc chuyên dùng, sơ mi rơ moóc chuyên dùng hoặc rơ moóc chuyên dùng, sơ mi rơ moóc chuyên dùng cải tạo thành rơ moóc chuyên dùng khác, sơ mi rơ moóc chuyên dùng khác;"
2267,"70/2024/TT-BQP
Điều 4. Nội dung cải tạo xe cơ giới
1. Thay đổi tính năng sử dụng của xe cơ giới
d) Lắp đặt trang bị kỹ thuật lên xe cơ giới sau cải tiến, cải hoán, hiện đại hoá."
2268,"70/2024/TT-BQP
Điều 5. Nội dung cải tạo xe máy chuyên dùng
1. Thay đổi tính năng sử dụng của xe máy chuyên dùng
a) Cải tạo thay đổi tính năng của xe máy chuyên dùng từ loại này sang loại khác;"
